land_area_hectares,affected_families,compensation_assessed_crores,compensation_ratio,litigation_cases_count,statutory_months,rr_settled_ratio,is_linear_project,high_litigation_state,historical_dispute_index,risk_score,is_delayed
1954.0,835,356.4,0.99,7,11.0,0.99,0,0,0.111,6.1,0
2288.3,978,417.4,0.99,3,11.0,0.99,0,0,0.162,5.0,0
1393.5,595,254.2,0.99,8,10.9,0.9898,0,0,0.23,6.7,0
2815.9,1204,513.6,0.99,9,11.0,0.9849,0,0,0.141,7.6,0
1088.8,465,198.6,0.99,2,11.1,0.99,0,0,0.313,5.0,0
2014.5,861,367.4,0.99,4,10.9,0.99,0,0,0.398,5.0,0
2798.3,1196,510.4,0.99,5,11.0,0.99,0,0,0.224,5.0,0
1150.5,492,209.8,0.99,8,11.0,0.9898,0,0,0.172,6.8,0
1244.2,532,226.9,0.99,6,11.0,0.99,0,0,0.226,5.3,0
2554.4,1092,465.9,0.99,4,11.0,0.99,0,0,0.293,5.0,0
1956.0,836,356.8,0.99,7,11.0,0.99,0,0,0.274,6.1,0
2001.8,856,365.1,0.99,3,11.0,0.99,0,0,0.354,5.0,0
1950.8,834,355.8,0.99,8,11.1,0.9898,0,0,0.349,6.9,0
1289.7,551,235.2,0.99,4,11.0,0.99,0,0,0.349,5.0,0
822.0,351,149.9,0.99,9,11.0,0.9849,0,0,0.137,7.6,0
610.0,1450,980.0,0.9082,44,38.0,0.72,0,1,0.845,69.8,1
703.7,1672,1130.5,0.551,74,73.2,0.4896,0,1,0.849,90.9,1
748.7,1779,1202.8,0.6963,50,72.1,0.576,0,1,0.995,84.1,1
970.6,2307,1559.3,0.4904,84,76.4,0.4536,0,1,0.997,93.8,1
671.7,1596,1079.2,0.7931,34,46.2,0.6336,0,1,0.793,69.3,1
690.4,1641,1109.2,0.6902,51,71.3,0.5724,0,1,0.737,84.0,1
307.4,730,493.9,0.8173,30,45.6,0.648,0,1,0.923,65.4,1
466.7,1109,749.8,0.6297,61,62.1,0.5364,0,1,0.89,83.2,1
1080.9,2569,1736.6,0.5631,72,77.1,0.4968,0,1,0.943,90.4,1
1054.0,2505,1693.3,0.551,74,59.9,0.4896,0,1,0.746,86.1,1
646.9,1537,1039.3,0.6297,61,54.3,0.5364,0,1,0.864,80.2,1
548.3,1303,880.8,0.4965,83,59.8,0.4572,0,1,0.877,88.6,1
1032.3,2453,1658.5,0.5994,66,48.1,0.5184,0,1,0.967,79.2,1
264.2,628,424.4,0.7507,41,61.3,0.6084,0,1,0.926,77.3,1
221.5,526,355.9,0.5207,79,73.6,0.4716,0,1,0.924,92.3,1
709.8,1687,1140.3,0.7205,46,56.2,0.5904,0,1,0.801,76.7,1
841.7,2000,1352.3,0.5631,72,67.9,0.4968,0,1,0.729,88.7,1
881.9,2096,1416.8,0.6902,51,71.7,0.5724,0,1,0.804,84.2,1
327.8,779,526.6,0.6902,51,52.8,0.5724,0,1,0.849,76.7,1
990.4,2354,1591.1,0.6841,52,73.0,0.5688,0,1,0.798,84.7,1
520.2,1236,835.7,0.4844,85,55.2,0.45,0,1,0.848,87.3,1
445.4,1058,715.5,0.6236,62,55.5,0.5328,0,1,0.841,80.9,1
253.5,602,407.3,0.4844,85,58.5,0.45,0,1,0.928,88.6,1
1068.7,2540,1716.9,0.8476,25,55.5,0.666,0,1,0.83,64.2,1
368.4,875,591.8,0.8416,26,62.4,0.6624,0,1,0.938,67.9,1
488.4,1160,784.6,0.7205,46,52.6,0.5904,0,1,0.835,75.2,1
320.9,762,515.5,0.6781,53,71.8,0.5652,0,1,0.853,84.8,1
373.4,887,599.9,0.7265,45,76.6,0.594,0,1,0.716,82.7,1
767.6,1824,1233.1,0.7447,42,75.6,0.6048,0,1,0.808,81.8,1
630.5,1498,1012.9,0.7689,38,65.1,0.6192,0,1,0.921,77.9,1
506.5,1203,813.7,0.5207,79,45.6,0.4716,0,1,0.765,81.8,1
886.6,2107,1424.4,0.6539,57,54.3,0.5508,0,1,0.859,79.0,1
851.4,2023,1367.8,0.7265,45,49.0,0.594,0,1,0.975,73.5,1
282.5,671,453.8,0.7144,47,65.2,0.5868,0,1,0.719,80.5,1
309.7,736,497.6,0.6539,57,61.1,0.5508,0,1,0.762,81.7,1
1092.2,2596,1754.6,0.6418,59,54.8,0.5436,0,1,0.884,79.8,1
498.0,1183,800.1,0.8476,25,61.6,0.666,0,1,0.812,66.6,1
664.2,1578,1067.0,0.6781,53,61.4,0.5652,0,1,0.706,80.7,1
202.1,480,324.7,0.781,36,54.2,0.6264,0,1,0.829,73.0,1
1007.3,2394,1618.3,0.7326,44,48.8,0.5976,0,1,0.937,73.2,1
432.3,1027,694.5,0.5328,77,74.9,0.4788,0,1,0.943,91.8,1
1334.0,3074,3160.0,0.9747,24,19.0,0.94,0,1,0.293,41.3,0
676.4,1558,1602.3,0.9747,15,20.1,0.9165,0,1,0.298,36.3,0
1886.8,4347,4469.6,0.9487,19,21.4,0.8977,0,1,0.961,43.2,1
2142.2,4936,5074.5,0.8057,41,19.3,0.7943,0,1,0.269,56.8,0
992.3,2286,2350.6,0.9032,26,22.1,0.8648,0,1,0.711,52.2,1
1379.8,3179,3268.4,0.9877,13,18.7,0.9259,0,1,0.388,31.3,0
1192.8,2748,2825.4,0.7862,44,19.6,0.7802,0,1,0.233,58.4,0
967.1,2228,2290.8,0.99,12,18.7,0.9306,0,1,0.161,30.4,0
1270.5,2927,3009.6,0.9812,14,21.6,0.9212,0,1,0.904,38.3,1
1313.6,3026,3111.6,0.9032,26,19.4,0.8648,0,1,0.309,46.7,0
633.9,1460,1501.5,0.8447,35,20.4,0.8225,0,1,0.193,57.1,0
1506.5,3471,3568.7,0.9162,24,18.4,0.8742,0,1,0.176,42.5,0
1562.9,3601,3702.2,0.9617,17,21.5,0.9071,0,1,0.829,41.3,1
1937.3,4464,4589.0,0.8642,32,21.4,0.8366,0,1,0.775,57.2,1
889.0,2048,2105.8,0.9877,13,18.6,0.9259,0,1,0.311,31.1,0
1096.7,2527,2597.9,0.7992,42,19.6,0.7896,0,1,0.381,57.7,0
2175.1,5012,5152.5,0.9877,13,18.9,0.9259,0,1,0.398,31.7,0
1308.4,3014,3099.3,0.8122,40,21.2,0.799,0,1,0.976,60.3,1
893.9,2059,2117.5,0.8187,39,20.1,0.8037,0,1,0.33,57.7,0
1366.5,3148,3236.9,0.8252,38,19.9,0.8084,0,1,0.331,57.0,0
1467.6,3381,3476.4,0.9617,17,21.3,0.9071,0,1,0.72,40.9,1
470.6,1084,1114.7,0.9422,20,19.4,0.893,0,1,0.364,40.3,0
1065.9,2456,2524.9,0.9292,22,18.6,0.8836,0,1,0.119,40.8,0
1419.1,3270,3361.6,0.9747,15,18.7,0.9165,0,1,0.349,33.4,0
1628.6,3752,3857.9,0.9292,22,19.6,0.8836,0,1,0.326,42.8,0
1251.2,2883,2963.9,0.8577,33,21.2,0.8319,0,1,0.847,57.8,1
1846.2,4254,4373.4,0.7992,42,18.6,0.7896,0,1,0.128,55.7,0
1967.9,4534,4661.6,0.9552,18,19.9,0.9024,0,1,0.288,39.1,0
889.8,2050,2107.8,0.9487,19,21.3,0.8977,0,1,0.961,43.1,1
1156.8,2665,2740.2,0.9682,16,21.0,0.9118,0,1,0.755,39.2,1
1923.5,4432,4556.5,0.8837,29,18.6,0.8507,0,1,0.322,48.2,0
797.0,1836,1887.9,0.8707,31,20.6,0.8413,0,1,0.178,54.4,0
2297.0,5293,5441.2,0.9617,17,18.7,0.9071,0,1,0.277,35.6,0
2159.8,4976,5116.2,0.8252,38,20.6,0.8084,0,1,0.252,58.5,0
1057.0,2435,2503.9,0.8707,31,20.5,0.8413,0,1,0.287,54.3,0
1643.1,3786,3892.2,0.8707,31,19.5,0.8413,0,1,0.205,52.2,0
700.0,1613,1658.2,0.7732,46,21.0,0.7708,0,1,0.805,61.8,1
1591.7,3667,3770.4,0.9617,17,21.1,0.9071,0,1,0.753,40.5,1
1344.7,3098,3185.3,0.9682,16,21.2,0.9118,0,1,0.756,39.6,1
2165.7,4990,5130.1,0.9292,22,21.8,0.8836,0,1,0.97,47.3,1
915.1,2108,2167.6,0.8902,28,18.6,0.8554,0,1,0.309,47.2,0
2250.0,1100,720.0,0.9583,9,14.0,0.96,0,0,0.373,12.3,0
3052.3,1492,976.7,0.9583,15,13.3,0.936,0,0,0.331,16.3,0
3712.0,1814,1187.8,0.9583,15,12.9,0.936,0,0,0.155,15.4,0
1497.6,732,479.2,0.9583,15,13.0,0.936,0,0,0.101,15.6,0
3994.8,1953,1278.4,0.9647,14,13.2,0.9408,0,0,0.178,15.0,0
1513.8,740,484.4,0.9583,15,13.0,0.936,0,0,0.163,15.6,0
3399.7,1662,1087.9,0.9519,16,13.0,0.9312,0,0,0.148,16.7,0
3314.6,1620,1060.7,0.99,6,13.6,0.9792,0,0,0.205,8.4,0
917.0,448,293.5,0.99,7,13.3,0.9744,0,0,0.304,8.5,0
3995.7,1953,1278.6,0.99,5,12.9,0.984,0,0,0.314,5.8,0
3779.7,1847,1209.5,0.99,5,13.2,0.984,0,0,0.339,6.5,0
981.6,479,314.1,0.9711,13,13.5,0.9456,0,0,0.274,14.7,0
3540.3,1730,1132.9,0.9647,14,13.2,0.9408,0,0,0.266,15.1,0
2406.9,1176,770.2,0.99,9,12.9,0.9648,0,0,0.33,9.3,0
3058.5,1495,978.7,0.99,7,13.6,0.9744,0,0,0.325,9.2,0
1405.5,687,449.7,0.99,5,13.7,0.984,0,0,0.292,7.7,0
1862.5,910,596.0,0.9775,12,13.1,0.9504,0,0,0.158,12.7,0
3171.4,1550,1014.9,0.9647,14,13.3,0.9408,0,0,0.3,15.3,0
968.4,473,309.9,0.9839,11,13.4,0.9552,0,0,0.274,12.3,0
1487.4,727,476.0,0.9839,11,13.5,0.9552,0,0,0.134,12.5,0
3946.9,1929,1263.0,0.9519,16,13.1,0.9312,0,0,0.203,17.0,0
3150.6,1540,1008.2,0.99,5,12.9,0.984,0,0,0.198,5.9,0
3933.9,1923,1258.9,0.9456,17,13.0,0.9264,0,0,0.217,17.8,0
2359.3,1153,755.0,0.99,8,13.4,0.9696,0,0,0.111,9.6,0
2360.9,1154,755.5,0.99,7,13.6,0.9744,0,0,0.261,9.2,0
3850.5,1882,1232.2,0.9647,14,12.9,0.9408,0,0,0.16,14.4,0
2922.3,1428,935.1,0.99,8,13.6,0.9696,0,0,0.246,10.0,0
1714.0,837,548.5,0.9456,17,13.0,0.9264,0,0,0.371,17.8,0
2396.7,1171,767.0,0.99,10,13.7,0.96,0,0,0.305,11.9,0
2831.1,1384,905.9,0.99,8,13.6,0.9696,0,0,0.255,10.1,0
1815.0,887,580.8,0.99,7,13.2,0.9744,0,0,0.251,8.3,0
1160.3,567,371.3,0.99,5,13.3,0.984,0,0,0.4,6.8,0
2913.2,1424,932.2,0.9519,16,13.1,0.9312,0,0,0.135,17.0,0
2027.0,990,648.6,0.99,10,13.3,0.96,0,0,0.399,11.1,0
905.6,442,289.8,0.9519,16,12.9,0.9312,0,0,0.126,16.5,0
3664.9,1791,1172.8,0.99,7,13.2,0.9744,0,0,0.32,8.3,0
3589.2,1754,1148.6,0.99,5,12.9,0.984,0,0,0.179,5.9,0
1297.0,634,415.0,0.99,10,13.4,0.96,0,0,0.125,11.3,0
1734.4,847,555.0,0.9711,13,13.3,0.9456,0,0,0.267,14.2,0
2986.7,1460,955.7,0.99,10,13.2,0.96,0,0,0.303,10.8,0
2729.4,1334,873.4,0.99,10,13.1,0.96,0,0,0.333,10.5,0
145.0,1850,620.0,0.7258,56,45.0,0.62,0,1,0.786,81.7,1
65.3,832,279.1,0.4403,74,97.8,0.4216,0,1,0.868,96.2,1
222.9,2843,953.0,0.6629,28,107.6,0.5642,0,1,0.938,81.5,1
88.6,1130,378.9,0.4403,74,68.6,0.4216,0,1,0.87,90.5,1
259.5,3310,1109.4,0.2903,105,73.5,0.3255,0,1,0.822,98.0,1
158.0,2015,675.5,0.6629,28,94.1,0.5642,0,1,0.917,81.5,1
130.1,1659,556.3,0.2806,107,90.2,0.3193,0,1,0.834,98.0,1
137.9,1758,589.5,0.6581,29,58.4,0.5611,0,1,0.832,73.4,1
161.5,2060,690.5,0.4161,79,67.5,0.4061,0,1,0.989,91.3,1
141.1,1800,603.3,0.4161,79,101.6,0.4061,0,1,0.745,97.3,1
175.7,2242,751.4,0.4548,71,105.8,0.4309,0,1,0.753,95.5,1
139.0,1773,594.5,0.2806,107,86.2,0.3193,0,1,0.731,98.0,1
141.5,1804,604.8,0.5952,42,107.4,0.5208,0,1,0.867,88.8,1
85.4,1089,365.1,0.6145,38,62.4,0.5332,0,1,0.998,80.1,1
184.2,2350,787.8,0.2855,106,60.9,0.3224,0,1,0.935,95.4,1
94.7,1208,405.1,0.5081,60,73.2,0.465,0,1,0.76,88.8,1
239.3,3052,1023.1,0.3194,99,78.2,0.3441,0,1,0.842,98.0,1
218.6,2789,934.8,0.6629,28,58.5,0.5642,0,1,0.908,72.5,1
208.3,2657,890.6,0.421,78,101.4,0.4092,0,1,0.766,97.1,1
219.1,2795,936.7,0.2952,104,71.1,0.3286,0,1,0.889,98.0,1
249.1,3178,1065.1,0.2855,106,104.9,0.3224,0,1,0.75,98.0,1
156.9,2001,670.9,0.2806,107,80.2,0.3193,0,1,0.891,98.0,1
178.5,2277,763.1,0.4548,71,105.5,0.4309,0,1,0.915,95.5,1
123.6,1576,528.4,0.271,109,84.8,0.3131,0,1,0.891,98.0,1
164.6,2099,703.6,0.421,78,99.5,0.4092,0,1,0.814,97.1,1
56.0,714,239.4,0.271,109,69.8,0.3131,0,1,0.857,98.0,1
88.2,1125,377.3,0.5613,49,93.8,0.4991,0,1,0.758,90.4,1
52.3,667,223.7,0.5419,53,104.4,0.4867,0,1,0.862,91.3,1
83.9,1070,358.7,0.4935,63,86.7,0.4557,0,1,0.809,93.6,1
191.3,2440,817.9,0.6387,33,70.4,0.5487,0,1,0.826,81.4,1
218.0,2781,932.0,0.5806,45,99.8,0.5115,0,1,0.815,89.4,1
54.7,697,233.7,0.4161,79,78.8,0.4061,0,1,0.994,95.1,1
174.4,2225,745.7,0.6194,37,83.4,0.5363,0,1,0.86,86.9,1
99.1,1264,423.9,0.329,97,90.4,0.3503,0,1,0.771,98.0,1
127.2,1622,543.8,0.5371,54,95.8,0.4836,0,1,0.993,91.5,1
77.6,989,331.7,0.6435,32,75.8,0.5518,0,1,0.798,82.2,1
136.8,1745,585.1,0.4452,73,106.2,0.4247,0,1,0.747,95.9,1
116.8,1489,499.2,0.4694,68,71.1,0.4402,0,1,0.864,90.0,1
249.8,3186,1068.1,0.3,103,88.0,0.3317,0,1,0.877,98.0,1
137.5,1754,588.0,0.2806,107,61.5,0.3193,0,1,0.813,95.8,1
164.1,2093,701.6,0.5032,61,59.9,0.4619,0,1,0.986,84.6,1
580.0,2100,540.0,0.5926,72,50.0,0.49,1,1,0.734,89.5,1
466.9,1690,434.7,0.3398,79,121.7,0.321,1,1,0.934,98.0,1
604.7,2189,563.0,0.25,102,90.8,0.3,1,1,0.897,98.0,1
483.3,1749,450.0,0.3793,69,85.3,0.3455,1,1,0.927,96.9,1
494.7,1791,460.6,0.25,138,68.7,0.3,1,1,0.752,97.3,1
591.7,2142,550.9,0.3002,89,123.3,0.3,1,1,0.754,98.0,1
496.3,1796,462.1,0.4069,62,70.2,0.3626,1,1,0.848,91.1,1
775.0,2806,721.6,0.25,127,82.2,0.3,1,1,0.879,98.0,1
915.7,3315,852.5,0.25,128,120.0,0.3,1,1,0.927,98.0,1
580.8,2103,540.8,0.4148,60,108.5,0.3675,1,1,0.896,98.0,1
794.1,2875,739.3,0.4148,60,86.2,0.3675,1,1,0.811,95.5,1
591.6,2141,550.8,0.3595,74,70.0,0.3332,1,1,0.955,93.3,1
913.5,3307,850.5,0.25,123,125.0,0.3,1,1,0.705,98.0,1
1012.2,3664,942.4,0.25,111,74.8,0.3,1,1,0.93,98.0,1
395.8,1432,368.5,0.2647,98,122.7,0.3,1,1,0.848,98.0,1
1038.6,3760,967.0,0.2844,93,94.7,0.3,1,1,0.731,98.0,1
739.1,2676,688.2,0.25,122,110.2,0.3,1,1,0.88,98.0,1
631.1,2285,587.6,0.25,142,73.7,0.3,1,1,0.722,98.0,1
308.9,1118,287.6,0.316,85,92.2,0.3063,1,1,0.869,98.0,1
188.6,682,175.6,0.25,110,114.3,0.3,1,1,0.805,98.0,1
459.3,1662,427.6,0.316,85,95.0,0.3063,1,1,0.717,98.0,1
673.8,2439,627.3,0.3358,80,78.3,0.3185,1,1,0.989,96.9,1
935.2,3385,870.7,0.3832,68,96.3,0.3479,1,1,0.883,98.0,1
855.9,3098,796.9,0.3516,76,119.2,0.3283,1,1,0.984,98.0,1
942.9,3414,877.9,0.25,131,97.5,0.3,1,1,0.71,98.0,1
316.2,1144,294.4,0.482,43,110.0,0.4092,1,1,0.88,94.9,1
560.9,2030,522.2,0.4543,50,100.5,0.392,1,1,0.874,96.3,1
849.5,3075,790.9,0.2647,98,91.7,0.3,1,1,0.852,98.0,1
958.8,3471,892.6,0.4425,53,98.8,0.3846,1,1,0.911,96.8,1
299.4,1084,278.8,0.25,125,69.5,0.3,1,1,0.962,97.6,1
222.7,806,207.4,0.2805,94,89.7,0.3,1,1,0.828,98.0,1
969.6,3510,902.7,0.32,84,98.2,0.3087,1,1,0.906,98.0,1
1034.2,3744,962.9,0.25,112,123.8,0.3,1,1,0.739,98.0,1
1024.5,3709,953.8,0.324,83,102.8,0.3111,1,1,0.71,98.0,1
357.8,1295,333.1,0.4109,61,66.0,0.3651,1,1,0.843,89.6,1
295.6,1070,275.2,0.25,102,112.8,0.3,1,1,0.738,98.0,1
893.5,3235,831.9,0.3911,66,115.0,0.3528,1,1,0.991,98.0,1
720.0,2606,670.4,0.25,106,97.5,0.3,1,1,0.746,98.0,1
827.0,2994,769.9,0.4267,57,97.0,0.3749,1,1,0.834,97.6,1
345.4,1250,321.5,0.2884,92,108.0,0.3,1,1,0.973,98.0,1
792.9,2870,738.2,0.3477,77,77.8,0.3259,1,1,0.712,96.2,1
720.0,3200,680.0,0.6029,65,46.0,0.54,0,1,0.943,86.6,1
679.5,3019,641.7,0.3698,73,96.3,0.3699,0,1,0.843,98.0,1
428.5,1904,404.7,0.25,107,89.7,0.3,0,1,0.714,98.0,1
1149.2,5107,1085.3,0.3577,76,93.7,0.3618,0,1,0.831,98.0,1
1233.4,5481,1164.9,0.4542,52,74.5,0.4266,0,1,0.763,91.4,1
514.2,2285,485.6,0.3457,79,69.6,0.3537,0,1,0.82,95.0,1
618.3,2747,583.9,0.25,107,58.7,0.3,0,1,0.875,95.9,1
699.9,3110,661.0,0.4864,44,72.1,0.4482,0,1,0.733,89.0,1
721.2,3205,681.1,0.5346,32,98.7,0.4806,0,1,0.765,90.7,1
882.2,3921,833.2,0.25,103,67.5,0.3,0,1,0.903,98.0,1
571.8,2541,540.0,0.5065,39,73.4,0.4617,0,1,0.87,88.5,1
352.0,1564,332.4,0.3698,73,58.7,0.3699,0,1,0.892,90.3,1
631.9,2808,596.8,0.2693,98,58.0,0.3024,0,1,0.908,94.9,1
362.4,1610,342.3,0.25,115,60.4,0.3,0,1,0.834,96.5,1
1016.2,4516,959.7,0.4984,41,104.1,0.4563,0,1,0.894,93.4,1
778.2,3458,734.9,0.418,61,96.0,0.4023,0,1,0.837,97.3,1
1138.8,5061,1075.5,0.2774,96,66.2,0.3078,0,1,0.952,97.2,1
377.2,1676,356.2,0.4783,46,77.1,0.4428,0,1,0.879,91.1,1
741.1,3293,699.9,0.25,113,69.8,0.3,0,1,0.885,98.0,1
463.3,2059,437.6,0.3698,73,87.9,0.3699,0,1,0.86,98.0,1
413.3,1836,390.4,0.402,65,103.0,0.3915,0,1,0.747,98.0,1
629.3,2796,594.3,0.3859,69,89.1,0.3807,0,1,0.995,98.0,1
512.7,2278,484.2,0.3135,87,67.5,0.3321,0,1,0.878,95.9,1
982.9,4368,928.3,0.25,120,88.6,0.3,0,1,0.751,98.0,1
886.9,3941,837.6,0.3015,90,104.3,0.324,0,1,0.709,98.0,1
1015.9,4515,959.5,0.25,129,66.1,0.3,0,1,0.92,98.0,1
912.1,4053,861.4,0.2532,102,61.0,0.3,0,1,0.784,96.5,1
1190.5,5291,1124.3,0.25,109,89.5,0.3,0,1,0.733,98.0,1
1188.7,5282,1122.6,0.406,64,103.2,0.3942,0,1,0.847,97.9,1
424.3,1885,400.7,0.3819,70,64.2,0.378,0,1,0.841,91.5,1
239.9,1066,226.6,0.3819,70,80.3,0.378,0,1,0.793,96.8,1
1191.7,5296,1125.5,0.4864,44,101.7,0.4482,0,1,0.832,94.0,1
1045.6,4647,987.5,0.4743,47,74.5,0.4401,0,1,0.895,90.4,1
447.1,1987,422.3,0.3819,70,97.2,0.378,0,1,0.784,98.0,1
450.0,2000,425.0,0.5025,40,69.2,0.459,0,1,0.882,87.3,1
254.3,1130,240.2,0.3135,87,99.2,0.3321,0,1,0.903,98.0,1
289.8,1288,273.7,0.3698,73,106.3,0.3699,0,1,0.837,98.0,1
255.7,1136,241.5,0.3376,81,80.7,0.3483,0,1,0.7,98.0,1
417.8,1856,394.6,0.3135,87,90.2,0.3321,0,1,0.9,98.0,1
1015.1,4511,958.7,0.2733,97,92.2,0.3051,0,1,0.979,98.0,1
340.0,1510,321.1,0.3256,84,75.6,0.3402,0,1,0.826,98.0,1
